image,title,id,regular_price,special_price,Brand,Model,Part No,Processor Brand,Processor Type,Processor Model,Processor Base Frequency,Processor Max Turbo Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Storage,M.2/SSD Expansion Slot,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,Optical Drive,Multimedia Card Slot,Supported Multimedia Card,USB 2 Port,USB 3 Port,USB C / Thunderbolt Port,HDMI Port,Headphone Port,Microphone Port,Security Lock Slot,LAN,WiFi,Bluetooth,Audio Properties,Speaker,Microphone.,WebCam,Keyboard Layout,Pointing Device,Security Chip,Operating System,Color,Dimensions,Weight (Kg),Battery,Battery Capacity,Battery Type,Power Adapter,Warranty,Warranty Claim Duration (Approximate),Specialty,Country Of Origin,Made in/ Assemble,Laptop Series,Installed RAM Details,Max. RAM Support,Installed SSD Type,Display Surface,Display Features,Keyboard Back-lit,Num Key pad,Finger Print Sensor,Body Material,Adapter Type,Display Bazel,Generation,Total RAM Slot,Empty/Expansion RAM Slot,Installed HDD Type,HDD RPM,Others,Chipset.,Display Refresh Rate,Storage Upgrade,RAM Bus (MHz),Video Port,Backup Time,VGA/D-Sub,Graphics Memory Type,Audio Port,Micro HDMI Port,NFC,RGB Keyboard,Package Content,Optane Memory,Optane Memory Slot,TPM,Secondary Screen Size,Secondary Screen Technology,Secondary Screen Resolution,Face Detection,Mini HDMI Port,Best For,Device Lighting
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-14-x415ea-intel-core-i3-1115g4-14-11626343619.webp,Asus VivoBook 14 X415EA Intel Core i3 1115G4 14 Inch FHD Display Transparent Silver Laptop #EK682T/EB014T-X415EA,Product Id: 33.01.006.1360,"                                 56,960  ","                                 52,500  ",Asus,Asus VivoBook 14 X415EA,EK682T/EB014T-X415EA,Intel,Intel Core i3,Core i3 1115G4,,4.10 GHz,2,4,8MB,4GB,DDR4,512GB SSD,,Intel UHD Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,Yes,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster Audio,Yes,Yes,VGA Camera,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Transparent Silver,325.4 x 216 x 19.9mm,1.55 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X415 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X415 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums.",Taiwan,China,VivoBook,1 x 4GB Non Removable,12GB,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, 1 x DC-in, Power Supply: 4.0, Output: 19V DC, 2.37A, 45W, Input: 100-240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: None",,,512GB SSD Can Be Replaced,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-ux305ua-core-i7-6th-gen-6500u-31577082284.webp,Asus Zenbook UX305UA 6th Gen Intel Core i7 6500U 13.3 Inch FHD Display Titanium Gold Laptop,Product Id: 33.03.006.501,"                                 59,680  ","                                 55,000  ",Asus,Asus Zenbook UX305UA,,Intel,Intel Core i7,Core i7 6500U,2.50 GHz,,2,4,4MB,8GB,LPDDR3,256GB SSD,,Intel HD Graphics 520,Integrated,Shared,13.3,FHD LED,1920x1080 (WxH) FHD,,No,1,2 -in-1 card reader (SD/ SDXC),1x USB 2.0,2 x USB3.0,,Yes (micro HDMI),Combo,Combo,,,Integrated 802.11 ac (Wifi),Bluetooth 4.0,,Yes,Yes,HD Webcam,Chiclet keyboard,,,Windows 10 Home,Titanium Gold,324 x 226 x 16.0 mm,1.30Kg,,56Wh,Li-Ion Polymer,45 W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,Taiwan,China,Zenbook,1 x 8 GB Non-Removable,,,,,,,,,,,6th,1,,,,,Intel Series 100,,,1600 MHz,Micro HDMI,Up to 4 Hrs.,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-expertbook-l1-l1500cda-amd-ryzen-5-3500u-11632717579.webp,Asus ExpertBook L1 L1500CDA AMD Ryzen 5 3500U 15.6 Inch FHD LED Display Star Black Laptop #EJ0532T,Product Id: 33.01.006.1404,"                                 60,760  ","                                 56,000  ",Asus,Asus ExpertBook L1 L1500CDA,EJ0532T,AMD,AMD Ryzen 5,Ryzen 5 3500U,2.10 GHz,3.70 GHz,4,8,6MB,4GB,DDR4,1TB HDD,1,Radeon Vega 8 Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,Micro SD card reader,1 x USB 2.0 Type-A,2 x USB 3.2 Gen 2 Type-A,1 x USB 3.2 Gen 2 Type-C,1,Combo,Combo,Kensington Lock,Ethernet RJ-45,Wi-Fi 5 (802.11ac),Bluetooth 4.1,,Yes,Built-in array microphone,HD Webcam,"Chiclet Keyboard, 1.5mm Key-travel",TouchPad,Firmware TPM 2.0,Windows 10 Home,Star Black,358 x 236.5 x 19.4mm,,3 Cell,42 Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Next-level AI noise-canceling audio technology, Multi-task with dual displays, Extensive, versatile connectivity, Faster, more stable connections, Freewheeling mobility, Thin and Light",Taiwan,,ExpertBook,1 x 4GB Removable,16GB,,Anti-Glare,"16:9,LED Backlit, 220nits, NTSC: 45%",,,,,,,,2,1,SATA,,,,,"Aditional SSD Slot, Replaceable HDD",2666 MHz,,,1,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-14-x415ea-11th-gen-intel-core-i5-11626262682.webp,Asus 14 X415EA Intel Core i5 1135G7 14 Inch FHD Display Transparent Silver Laptop #EB636T/EB225T-X415EA,Product Id: 33.01.006.1350,"                                 67,270  ","                                 62,000  ",Asus,Asus 14 X415EA,EB636T/EB225T-X415EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,DDR4,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,Yes,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster Audio,Yes,Yes,VGA Camera,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Transparent Silver,325.4 x 216 x 19.9mm,1.55 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X415 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X415 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums.",Taiwan,China,,1 x 4GB Non Removable,12GB,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, 1 x DC-in, Power Supply: 4.0, Output: 19V DC, 2.37A, 45W, Input: 100-240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: None",,,512GB SSD Can Be Replaced,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-14-x415ea-intel-core-i5-1135g7-14-11626342162.webp,Asus 14 X415EA Intel Core i5 1135G7 14 Inch FHD Display Slate Grey Laptop #EB542T/EB162T-X415EA,Product Id: 33.01.006.1359,"                                 67,270  ","                                 62,000  ",Asus,Asus 14 X415EA,EB542T/EB162T-X415EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,DDR4,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,Yes,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster Audio,Yes,Yes,VGA Camera,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Slate Grey,325.4 x 216 x 19.9mm,1.55 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X415 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X415 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums.",Taiwan,China,,1 x 4GB Non Removable,12GB,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, 1 x DC-in, Power Supply: 4.0, Output: 19V DC, 2.37A, 45W, Input: 100-240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: None",,,512GB SSD Can Be Replaced,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-x515ea-intel-core-i5-1135g7-156-inch-fhd-21637387895.webp,Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop,Product Id: 33.01.006.1426,"                                 70,530  ","                                 65,000  ",Asus,Asus X515EA,BQ1117T-X515EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,DDR4,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,,No,Yes,Micro SD card reader,2x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,WiFi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,Yes,,Touchpad,,Windows 10 Home,Slate Grey,360 x 235 x 19.9mm,1.80 kg,2 Cell,37 Wh,Li-Ion,,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Free Upgrade to Windows 11, AppDeals, System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS",Taiwan,China,,,,NVMe PCIe,Anti-Glare,"200nits, 45% NTSC color gamut for non-OLED, Screen-to-body ratio: 83 %",Yes,Yes,Yes,,45W AC Adapter,,11th,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-x515jp-10th-gen-intel-core-i5-11621839928.webp,Asus VivoBook 15 X515JP Intel Core i5 1035G1 15.6 Inch FHD DisplayTransparent Silver Laptop,Product Id: 33.01.006.1299,"                                 74,870  ","                                 69,000  ",Asus,Asus VivoBook 15 X515JP,BQ141T-X515JP,Intel,Intel Core i5,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,4GB,DDR4,1TB HDD,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,VGA camera,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Transparent Silver,360.2 x 234.9 x 19.9mm,1.80 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X515 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X515 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums. The full-size backlit keyboard3 on ASUS X515 is perfect for working in dim environments. Ergonomically designed, its sturdy, one-piece construction and 1.4 mm key travel provide a comfortable typing experience.",Taiwan,China,VivoBook,1 x 4GB Non-Removable,16GB,,Anti-glare,"Aspect ratio: 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 ???",Yes,Yes,Yes,,,,10th,2,1,SATA,5400 RPM,"HDMI Version: 1.4, 1x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal",,,,,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-x515jp-10th-gen-intel-core-i5-41621840105.webp,Asus VivoBook 15 X515JP Intel Core i5 1035G1 15.6 Inch FHD Display Slate Grey Laptop,Product Id: 33.01.006.1300,"                                 74,870  ","                                 69,000  ",Asus,Asus VivoBook 15 X515JP,BQ140T/EJ069T-X515JP,Intel,Intel Core i5,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,4GB,DDR4,1TB HDD,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,VGA camera,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Slate Grey,360.2 x 234.9 x 19.9mm,1.80 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X515 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X515 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums. The full-size backlit keyboard3 on ASUS X515 is perfect for working in dim environments. Ergonomically designed, its sturdy, one-piece construction and 1.4 mm key travel provide a comfortable typing experience.",Taiwan,China,VivoBook,1 x 4GB,16GB,,Anti-glare,"Aspect ratio: 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83%",Yes,Yes,Yes,,,,10th,2,1,SATA,5400 RPM,"HDMI Version: 1.4, 1x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal",,,,,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-x515ep-intel-core-i5-1135g7-156-inch-fhd-11637225099.webp,Asus X515EP Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop #BQ201T-X515EP,Product Id: 33.01.006.1427,"                                 80,290  ","                                 74,000  ",Asus,Asus X515EP,BQ201T-X515EP,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920 x 1280,,No,Yes,Micro SD card reader,2x USB 2.0 Type-A,"1x USB 3.2 Gen 1 Type-A,",1x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,WiFi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,Yes,,Touchpad,,Windows 10 Home,Slate Grey,360 x 235 x 19.9mm,1.80 kg,2 Cell,37 Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Free Upgrade to Windows 11, AppDeals, System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS",Taiwan,China,,1 x 8GB Non-Removable,16GB,,Anti-Glare,"16:9 aspect ratio, LED Backlit, 200nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 83 %",Yes,Yes,Yes,,45W AC Adapter,,11th,2,1,,,,,,"Aditional HDD Can be added, SSD can be replaced",,,,,GDDR5,Combo,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-156-11634535424.webp,Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15.6 Inch FHD Display Indie Black Laptop #BQ308T-M533IA,Product Id: 33.01.006.1411,"                                 80,290  ","                                 74,000  ",Asus,Asus VivoBook S15 M533IA,BQ308T-M533IA,AMD,AMD Ryzen 7,Ryzen 7 4700U,2.00 GHz,4.10 GHz,8,8,12MB,8GB,DDR4,512GB SSD,No,AMD Radeon Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Yes,Bluetooth 4.1,Audio by ICEpower,Yes,Array Microphone,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Indie Black,359.8 x 233.8 x 16.1mm,1.80 kg,3 Cell,50 Wh,Li-ion,45Watt AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The slim and lightweight VivoBook S15 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. The positive vibes continue when you open the lid, where you are greeted by an Enter key with color-blocking edges. VivoBook S15 brings out the true you, both inside and out. The thin bezel NanoEdge display provides you with an immersive viewing experience, and enables a more compact footprint so VivoBook S15 takes up less space on your desk or in your backpack. On top of that, its Full HD display offers wide viewing angles and exceptional color reproduction for truly vivid visuals.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 300nits, sRGB: 100%, Screen-to-body ratio: 86%",Yes,,Yes,,,,,1,,,,"HDMI Version: 1.4, 1 x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: Energy star",,,,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-156-11632734141.webp,Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15.6 Inch FHD Display Gaia Green Laptop #BQ309T-M533IA,Product Id: 33.01.006.1405,"                                 80,290  ","                                 74,000  ",Asus,Asus VivoBook S15 M533IA,BQ309T-M533IA,AMD,AMD Ryzen 7,Ryzen 7 4700U,2.00 GHz,4.10 GHz,8,8,12MB,8GB,DDR4,512GB SSD,,AMD Radeon Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Array Microphone,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Gaia Green,359.8 x 233.8 x 16.1mm,1.80 kg,3 Cell,50 Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The slim and lightweight VivoBook S15 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. The positive vibes continue when you open the lid, where you are greeted by an Enter key with color-blocking edges. VivoBook S15 brings out the true you, both inside and out. The thin bezel NanoEdge display provides you with an immersive viewing experience, and enables a more compact footprint so VivoBook S15 takes up less space on your desk or in your backpack. On top of that, its Full HD display offers wide viewing angles and exceptional color reproduction for truly vivid visuals.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 300nits, sRGB: 100%, Screen-to-body ratio: 86%",Yes,,Yes,,,,,1,,,,"HDMI Version: 1.4, 1 x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: Energy star",,,,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-156-11632734339.webp,Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15.6 Inch FHD Display Dreamy White Laptop #BQ314T-M533IA,Product Id: 33.01.006.1406,"                                 80,290  ","                                 74,000  ",Asus,Asus VivoBook S15 M533IA,BQ314T-M533IA,AMD,AMD Ryzen 7,Ryzen 7 4700U,2.00 GHz,4.10 GHz,8,8,12MB,8GB,DDR4,512GB SSD,,AMD Radeon Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Array Microphone,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Dreamy White,359.8 x 233.8 x 16.1mm,1.80 kg,3 Cell,50 Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The slim and lightweight VivoBook S15 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. The positive vibes continue when you open the lid, where you are greeted by an Enter key with color-blocking edges. VivoBook S15 brings out the true you, both inside and out. The thin bezel NanoEdge display provides you with an immersive viewing experience, and enables a more compact footprint so VivoBook S15 takes up less space on your desk or in your backpack. On top of that, its Full HD display offers wide viewing angles and exceptional color reproduction for truly vivid visuals.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 300nits, sRGB: 100%, Screen-to-body ratio: 86%",Yes,,Yes,,,,,1,,,,"HDMI Version: 1.4, 1 x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: Energy star",,,,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/Asus ZenBook UX430UQ 7th Gen Intel Core i5 7200U_11542878046.webp,Asus ZenBook UX430UQ Intel Core i5 7200U 14 Inch FHD LED Gold Metal Laptop,Product Id: 33.03.006.658,"                                 81,380  ","                                 75,000  ",Asus,Asus ZenBook UX430UQ,GV103T,Intel,Intel Core i5,Core i5 7200U,2.50 GHz,,2,4,3MB,8GB,DDR4,512GB SSD,,Nvidia 940MX,Dedicated,2GB,14,Full HD Display,1920x1080 (WxH) FHD,,No,1,SD Card reader,1 x USB 2.0,1 x USB 3.1 Gen 1 Type-A,1 x USB 3.1 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 802.11ac,Bluetooth 4.1,ASUS SonicMaster stereo audio,2 x 1.5W speakers,Array microphone,HD Webcam,"Full-size backlit, with 1.4mm key travel",TouchPad,,Windows 10 Home,Gold Metal,324 x 225 x 15.9mm,1.25 Kg,3 Cell,50Wh,Li-Polymer,65W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,Taiwan,China,ZenBook,,16GB,NVMe PCIe,,,Yes,No,,,,,7th,,,,,"IEEE 802.11 a, b, g, n, Plug Type :4 mm, Output: 19V DC, 2.47A, 45W, Input: 100-240V AC, 50/60Hz universal",,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-flip-14-tm420ua-amd-ryzen-5-5500u-11634215227.webp,Asus VivoBook Flip 14 TM420UA AMD Ryzen 5 5500U 14 Inch FHD Touch Display Bespoke Black Laptop #EC084T-TM420UA,Product Id: 33.01.006.1410,"                                 82,460  ","                                 76,000  ",Asus,Asus VivoBook Flip 14 TM420UA,EC084T-TM420UA,AMD,AMD Ryzen 5,Ryzen 5 5500U,2.10 GHz,4.00 GHz,6,12,11MB,8GB,DDR4,512GB SSD,,AMD Radeon Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,Micro SD,1 x USB Type-A 2.0,1 x USB Type-A 3.2 Gen 2,1 x USB Type-C 3.2 Gen 2,1,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,harman/kardon (Mainstream) with Cortana and Alexa voice-recognition support,Yes,Yes,HD Webcame,Backlit Chiclet Keyboard 1.35mm Key-travel,TouchPad,Firmware TPM,Windows 10 Home,Bespoke Black,324 x 220 x 18mm,1.50 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"System diagnosis, Battery health charging, Fan Profile, Splendid, Function key lock, WiFi SmartConnect, Link to MyASUS, AI Noise Canceling",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe 3.0,Glossy,"16:9 aspect ratio, 250nits, 45% NTSC color gamut, LED Backlit, IPS-level Panel, Touch screen, With stylus support",Yes,Yes,Yes,,,,,2,2,,,"65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100-240V AC 50/60Hz universal",,,,,,,,,,,,,,,,,,,,,,,
