image,title,id,regular_price,special_price,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Type,Generation,Processor Model,Processor Base Frequency,Processor Max Turbo Frequency,Processor Core,Processor Thread,CPU Cache,RAM,Installed RAM Details,RAM Type,RAM Bus (MHz),Total RAM Slot,Max. RAM Support,Storage,Installed HDD Type,HDD RPM,M.2/SSD Expansion Slot,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Display Features,Optical Drive,Multimedia Card Slot,USB 2 Port,USB 3 Port,HDMI Port,Headphone Port,Microphone Port,Security Lock Slot,LAN,WiFi,Bluetooth,Audio Properties,Speaker,Microphone.,WebCam,Num Key pad,Pointing Device,Operating System,Color,Dimensions,Weight (Kg),Battery,Battery Capacity,Battery Type,Power Adapter,Warranty,Warranty Claim Duration (Approximate),Specialty,Others,Country Of Origin,Made in/ Assemble,Installed SSD Type,Supported Multimedia Card,USB C / Thunderbolt Port,Keyboard Back-lit,Finger Print Sensor,Body Material,Backup Time,Chipset.,Optane Memory,Storage Upgrade,Display Surface,TPM,Adapter Type,Processor Type.,Built-In RAM,Security Chip,Empty/Expansion RAM Slot,Package Content,Mini HDMI Port,Keyboard Layout,Micro HDMI Port,VGA/D-Sub,Graphics Memory Type,Licensed Application,Display Refresh Rate,Audio Port,Display Bazel,Touch Screen,Display Port,NFC,RGB Keyboard,Mini DP Port,Secondary Screen Size,Secondary Screen Technology,Secondary Screen Resolution
https://www.ryanscomputers.com/storage/products/main/acer-aspire-3-a315-58-55t5-intel-core-i5-1135g7-31633519528.webp,Acer Aspire 3 A315-58-55T5 Intel Core i5 1135G7 15.6 Inch FHD Pure Silver Laptop #NX.ADDSI.004,Product Id: 33.01.002.929,"                                 63,470  ","                                 58,500  ",Acer,Acer Aspire 3 A315-58-55T5,Aspire,NX.ADDSI.004,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,,,16GB,1TB HDD,SATA,5400 RPM,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,ComfyView Screen Technology,No,No,1 x USB 2.0,2 x USB 3.2 Gen 1 Type A,1,Combo,Combo,,,Yes,Bluetooth 5.0,Stereo,Yes,Yes,Yes,Yes,TouchPad,Windows 10 Home,Pure Silver,363.4 x 238.4 x 19.90mm,1.80 kg,2 Cell,,Li-Ion,45 W,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Kensington lock slot, Upgradable Windows OS, 64-bit Operating System Architecture, Multi-touch Gesture TouchPad","Battery Energy: 36.70 Wh, Hard Drive Configuration: 1 x 1TB, Display Aspect Ratio: 16:9, HDCP Supported: Yes, Wireless LAN Standard: IEEE 802.11a/b/g/n/ac, Ethernet Technology: Gigabit Ethernet, Front Camera/Webcam Video Resolution: 1280 x 720, Number of Speakers: 2, Microphone Type: Digital, Network (RJ-45): Yes",Taiwan,China,,,,,No,,Up to 9 Hrs.,,,,,,,,,Firmware TPM,,"Aspire 3 A315-58-55T5 Notebook, Lithium Ion Battery, AC Adapter",,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/avita-liber-10th-gen-intel-core-i5-10210u-160-11611989230.webp,Avita LIBER V Intel Core i5 10210U 14 Inch FHD Display Champagne Gold Laptop,Product Id: 33.01.780.40,"                                 62,930  ","                                 58,990  ",Avita,Avita LIBER V,LIBER,NS14A8BDF561-CGB,Intel,Intel Core i5,10th,Core i5 10210U,1.60 GHz,4.20 GHz,4,8,6MB,8GB,,DDR4,2400 MHz,,,512GB SSD,,,,Intel UHD Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,,2 x USB 3.0,,Combo,Combo,,,"802.11 b, g, n, ac",Bluetooth 4.2,,1.5W x 2 Speakers,Dual Array Digital Microphones,HD Webcam,No,TouchPad,Windows 10 Home,Champagne Gold,333 x 222 x 16mm,1.46 kg,,36Wh,Li-ion Battery,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 15 Days. It may take additional time up to 45 days,,DC in x 1,Hong Kong,China,NVMe PCIe,MicroSD Card Reader,1 x USB 3.0 Type-C,,,Aluminum,Up to 10 Hrs.,,,,,,,,,,,,1,Island style non-backlit keyboard,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/avita-liber-v-intel-core-i5-10210u-14-inch-fhd-11617702646.webp,Avita LIBER V Intel Core i5 10210U 14 Inch FHD Display Matt Black Laptop,Product Id: 33.01.780.53,"                                 64,000  ","                                 58,990  ",Avita,Avita LIBER V,LIBER,NS14A8BDF561-MBB,Intel,Intel Core i5,10th,Core i5 10210U,1.60 GHz,4.20 GHz,4,8,6MB,8GB,,DDR4,2400 MHz,,,512GB SSD,,,,Intel UHD Graphics 620,Integrated,Shared,14,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,,2 x USB 3.0,,Combo,Combo,,,IEEE 802.11 b/g/n/ac,Bluetooth 4.2,,2 x 1W Speakers,Dual Microphones,1MP,,,Windows 10 Home,Matt Black,318 x 218 x 16mm,1.28kg,,4830mAh,,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 15 Days. It may take additional time up to 45 days,,Battery voltage: 7.6V,Hong Kong,China,M.2 SATA,MicroSD,1 x USB 3.0 Type-C,,Yes,,Up to 10 Hrs.,,,,Anti-Glare,,,,,,,AC Adapter and Power cord,,Full-size Backlit Keyboard,1,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/avita-liber-v-intel-core-i5-10210u-14-inch-fhd-11617771871.webp,Avita LIBER V Intel Core i5 10210U 14 Inch FHD Display Golden Matt Black Laptop,Product Id: 33.01.780.54,"                                 64,000  ","                                 58,990  ",Avita,Avita LIBER V,LIBER,NS14A8BDF561-PAFB,Intel,Intel Core i5,10th,Core i5 10210U,1.60 GHz,4.20 GHz,4,8,6MB,8GB,,DDR4,2400 MHz,,,512GB SSD,,,,Intel UHD Graphics 620,Integrated,Shared,14,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,,2 x USB 3.0,,Combo,Combo,,,IEEE 802.11 b/g/n/ac,Bluetooth 4.2,,2 x 1W Speakers,Dual Microphones,1MP,,,Windows 10 Home,Golden Matt Black,318 x 218 x 16mm,1.28kg,,4830mAh,,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 15 Days. It may take additional time up to 45 days,,Battery voltage: 7.6V,Hong Kong,China,M.2 SATA,MicroSD,1 x USB 3.0 Type-C,,Yes,,Up to 10 Hrs.,,,,Anti-Glare,,,,,,,AC Adapter and Power cord,,Full-size Backlit Keyboard,1,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/nexstgo-su03-8th-gen-intel-core-i5-8250u-matt-21581766907.webp,Nexstgo SU03 Intel Core i5 8250U 14 Inch FHD IPS Display Matt Black Laptop,Product Id: 33.01.781.04,"                                 63,470  ","                                 59,000  ",Nexstgo,Nexstgo SU03,,7772-SU03-NS14A6BD034P-3Y,Intel,Intel Core i5,8th,Core i5 8250U,1.60 GHz,3.40 GHz,4,8,6MB,8GB,,LPDDR3,,,,1TB HDD,SATA 3,5400 RPM,1,Intel UHD 620 Graphics,Integrated,Shared,14,IPS FHD LED,1920x1080 (WxH) FHD,,No,1,,2 x USB3.0 Type-A,1,Combo,Combo,,,Yes,Yes,,Yes,,Yes,,,Windows 10 Pro,Matt Black,,1.5Kg,4 Cell,44Wh,,40W Adapter,"2 year (Battery, Adapter 1 year)",,Backlit Keyboard,"Integrated Camera: Yes, Keyboard: Full Size Isolated Keyboard, Wireless: Dual Band Wireless-AC, Bluetooth 4.1, Power Jack x 1, Security: TPM 2.0 w/software, Battery Whr: 44 Whr",USA,China,,,1 x USB3.0 Type-C,Yes,,,Up to 8 Hrs.,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/acer-travelmate-p214-53-11th-gen-intel-core-i5-11632544718.webp,Acer TravelMate P214-53 11th Gen Intel Core i5 1135G7 14 Inch FHD Display Black Laptop #NX.VPLSI.00K,Product Id: 33.01.002.923,"                                 65,640  ","                                 60,500  ",Acer,Acer TravelMate P214-53,TravelMate,NX.VPLSI.00K,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB,DDR4,,2,,1TB HDD,SATA,5400 RPM,1,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,,"2 x USB 3.2, 1 x USB 3.2 Gen 1",1,Combo,Combo,,Ethernet RJ-45,Wi-Fi 6 (802.11ax),Bluetooth 5.1,Stereo Speakers,2 x 2 Speakers,Yes,HD Webcam,,TouchPad,Free-Dos,Black,,1.7 kg,3 Cell,48Wh,Li-ion,45W AC Adapter,"3 Year (Battery, Adapter 1 Year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,Wireless: 802.11a/b/g/n/acR2+ax (2x2),Taiwan,China,,SD Card Reader,1 x USB 3.2 Gen 2 Type-C (Thunderbolt 4),,Yes,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-14-x415ea-11th-gen-intel-core-i5-11626262682.webp,Asus 14 X415EA Intel Core i5 1135G7 14 Inch FHD Display Transparent Silver Laptop #EB636T/EB225T-X415EA,Product Id: 33.01.006.1350,"                                 67,270  ","                                 62,000  ",Asus,Asus 14 X415EA,,EB636T/EB225T-X415EA,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,1 x 4GB Non Removable,DDR4,3200MHz,2,12GB,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%",No,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,Yes,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster Audio,Yes,Yes,VGA Camera,,TouchPad,Windows 10 Home,Transparent Silver,325.4 x 216 x 19.9mm,1.55 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X415 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X415 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums.","HDMI Version: 1.4, 1 x DC-in, Power Supply: 4.0, Output: 19V DC, 2.37A, 45W, Input: 100-240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: None",Taiwan,China,NVMe PCIe,,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-14-x415ea-intel-core-i5-1135g7-14-11626342162.webp,Asus 14 X415EA Intel Core i5 1135G7 14 Inch FHD Display Slate Grey Laptop #EB542T/EB162T-X415EA,Product Id: 33.01.006.1359,"                                 67,270  ","                                 62,000  ",Asus,Asus 14 X415EA,,EB542T/EB162T-X415EA,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,1 x 4GB Non Removable,DDR4,3200MHz,2,12GB,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%",No,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,Yes,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster Audio,Yes,Yes,VGA Camera,,TouchPad,Windows 10 Home,Slate Grey,325.4 x 216 x 19.9mm,1.55 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X415 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X415 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums.","HDMI Version: 1.4, 1 x DC-in, Power Supply: 4.0, Output: 19V DC, 2.37A, 45W, Input: 100-240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: None",Taiwan,China,NVMe PCIe,,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard, 1.4mm Key-travel",,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-inspiron-15-3501-11th-gen-intel-core-i5-11613541985.webp,Dell Inspiron 15 3501 Intel Core i5 1135G7 15.6 Inch FHD Display Silver Soft Mint Laptop #BULLN315TGL2105115B-2Y,Product Id: 33.01.013.1444,"                                 67,270  ","                                 62,800  ",Dell,Dell Inspiron 15 3501,Inspiron,BULLN315TGL2105115B-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,1 x 4GB Removable,DDR4,3200MHz,2,32GB,1TB HDD,SATA,5400 RPM,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,2 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,1 x Wedge-shaped lock slot,Ethernet RJ-45,802.11ac (1x1),Yes,Stereo Speakers,Yes,Array Microphone,HD Webcam,Yes,TouchPad,Windows 10 Home,Silver (Soft Mint),363 x 249 x 18 - 20mm,1.83 Kg,3 Cell,42Wh,,,2 Year (2 Year for Battery and Adapter),Estimated Warranty Claim Duration 25 Days. It may take additional time up to 50 days,"720p at 30 fps HD camera, single-array microphone (Webcam), High Definition Audio, 2.0 stereo speakers, Realtek ALC3204 with Waves MaxxAudio Pro, 2 W x 2 (Audio and Speakers)","1 x Power in port, HDMI version: 1.4",USA,China,,SD Card Reader,,,,Plastic,,,,,Anti-glare,,,,,,1,,,,,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-vostro-15-3500-intel-core-i5-1135g7-156-11617266989.webp,Dell Vostro 15 3500 Intel Core i5 1135G7 15.6 Inch FHD Display Black Laptop,Product Id: 33.01.013.1472,"                                 68,360  ","                                 63,000  ",Dell,Dell Vostro 15 3500,Vostro,BULLSEYEV15TGL21054006-3Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Removable,DDR4,2666 MHz,2,32GB,1TB HDD,SATA,5400 RPM,1,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB2.0,2 x USB 3.2 Gen 1,1,Combo,Combo,,Yes,802.11bgn 1x1,Bluetooth 5.0,,2W x 2,Yes,HD Webcam,,,Free-Dos,Black,364 x 249 x 18mm,1.98 kg,3 Cell,42 WHr,Polymer,45 Watt AC Adaptor,"3 Year (Battery, Adapter 1 Year)",Estimated Warranty Claim Duration 25 Days. It may take additional time up to 50 days,,,USA,China,,"SD (Supports SD, SDHC, SDXC.)",,,,,,,,,Anti-Glare,2.0,,,,,1,,,Standard full size spill-resistant keyboard,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-vostro-15-3500-intel-core-i5-1135g7-156-21617267061.webp,Dell Vostro 15 3500 Intel Core i5 1135G7 15.6 Inch FHD Display Silver DUNE Laptop,Product Id: 33.01.013.1473,"                                 68,360  ","                                 63,000  ",Dell,Dell Vostro 15 3500,Vostro,ULLSEYEV15TGL21054006-3Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Removable,DDR4,2666 MHz,2,32GB,1TB HDD,SATA,5400 RPM,1,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB2.0,2 x USB 3.2 Gen 1,1,Combo,Combo,,Yes,802.11bgn 1x1,Bluetooth 5.0,,2W x 2,Yes,HD Webcam,,,Free-Dos,Silver (DUNE),364 x 249 x 18mm,1.98 kg,3 Cell,42 WHr,Polymer,45 Watt AC Adaptor,"3 Year (Battery, Adapter 1 Year)",Estimated Warranty Claim Duration 25 Days. It may take additional time up to 50 days,,,USA,China,,"SD (Supports SD, SDHC, SDXC.)",,,,,,,,,Anti-Glare,2.0,,,,,1,,,Standard full size spill-resistant keyboard,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/lenovo-ideapad-slim-3i-15iil-10th-gen-intel-core-11604394384.webp,Lenovo IdeaPad Slim 3i 15IIL 10th Gen Intel Core i5 1035G1 15.6 Inch FHD Antiglare Display Abyss Blue Laptop #81WE00UHIN-2Y,Product Id: 33.01.200.815,"                                 68,360  ","                                 63,000  ",Lenovo,Lenovo Slim 3i 15IIL,IdeaPad,81WE00UHIN-2Y,Intel,Intel Core i5,10th,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,1 x 4 GB Non-Removable,DDR4,2666 MHz,2,12GB,1TB HDD,SATA,,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB2.0,2 x USB3.2 Gen 1,1,Combo,Combo,,None,802.11ac 2x2,Bluetooth 5.0,,Dolby Audio stereo speakers,Dual Array Microphone,HD Webcam,Yes,TouchPad,Windows 10 Home,Abyss Blue,362.2 x 253.4 x 19.9mm,1.85 kg,Li-Polymer,45Wh,Integrated,65W AC adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 15 Days. It may take additional time up to 60 days,,"Display: 16:9 aspect ratio, Camera: 0.3MP or HD720p, with privacy shutter, fixed focus, integrated dual array microphone, Audio: HD Audio, Dolby Audio, stereo speakers, 1.5W x 2, dual array microphone, headphone / microphone combo jack, Keyboard: 6-row, multimedia Fn keys, numeric keypad, Touchpad: Buttonless Mylar surface multi-touch touchpad, Security: Power-on password, hard disk password, supervisor password",China,China,,"4-in-1 media reader (MMC, SD, SDHC, SDXC)",,,,PC/ABS plastic,,Intel SoC,,,Anti-glare,2.0,External,,4GB,,,,,,,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-inspiron-15-3501-11th-gen-intel-core-i5-11613462751.webp,Dell Inspiron 15 3501 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Win 10 Black Laptop #BULLN315TGL2105115B-2Y,Product Id: 33.01.013.1430,"                                 67,810  ","                                 63,000  ",Dell,Dell Inspiron 15 3501,Inspiron,BULLN315TGL2105115B-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,1 x 4GB Removable,DDR4,3200MHz,2,32GB,1TB HDD,SATA,5400 RPM,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,2 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,1 x Wedge-shaped lock slot,Yes,802.11ac 1x1,Yes,,Stereo Speakers,Array Microphone,HD Webcam,Yes,TouchPad,Windows 10 Home,Black,363 x 249 x 18mm,1.83 Kg,3 Cell,42 Wh,,65 Watt AC adapter,2 Year (2 Year for Battery and Adapter),Estimated Warranty Claim Duration 25 Days. It may take additional time up to 50 days,"720p at 30 fps HD camera, single-array microphone (Webcam), High Definition Audio, 2.0 stereo speakers, Realtek ALC3204 with Waves MaxxAudio Pro, 2 W x 2 (Audio and Speakers)",,USA,China,,SD Card Reader,,,,Plastic,,,,,Anti-glare,,,,,,1,,,,,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/lenovo-ideapad-slim-3i-15iil-10th-gen-intel-core-21610858376.webp,Lenovo IdeaPad Slim 3i 15IIL 10th Gen Intel Core i5 1035G1 15.6 Inch FHD Display Platinum Grey Laptop,Product Id: 33.01.200.855,"                                 68,360  ","                                 63,000  ",Lenovo,Lenovo IdeaPad Slim 3i 15IIL,IdeaPad Slim,81WE00UGIN-2Y,Intel,Intel Core i5,10th,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,2 x 4 GB (1 x 4 GB Non-Removable),DDR4,2666 MHz,2,12GB,1TB HDD,SATA3,5400 RPM,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,2 x USB 3.2 Gen 1,1,Combo,Combo,,,802.11 AC 2 x 2,Bluetooth 5.0,Dolby Audio speaker,2 x 1.5W speakers,Yes,HD Webcam,Yes (Numeric),TouchPad,Windows 10 Home,Platinum Grey,362.2 x 253.4 x 19.9mm,1.85Kg,2 Cell,35Wh,Li-Polymer,65W AC adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,"LED Backlight Monitor, 6-row with Multimedia Fn keys (Keyboard Feature), Buttonless mylar surface multi-touch touchpad (Mouse/Pad Feature)","Panel Type : Non Touch & Anti Glare + 220 nits & 16:9 AR, Core: 2, Thread: 4, RPM: 5400RPM, Audio/Speaker: 2 x 1.5W Speakers, Dolby Audio, Camera + Mic: 0.3MP, fixed focus, dual array microphone, Wireless Connectivity : WIFI 2X2 AC + BT, Security Option : Firmware TPM 2.0 integrated in chipset + Power-on password + Hard disk password + Supervisor password",China,China,,"4-in-1 media reader (MMC, SD, SDHC, SDXC)",,,,PC/ABS plastic,Up to 7.3 Hrs.,Intel SoC Platform,,,Anti-glare,,,,,Yes,,,,"6-row, multimedia Fn keys",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/Lenovo IP520s 8th Gen Intel Core i5 8250U_21542518434.webp,Lenovo IdeaPad 520s Intel Core i5 8250U 14 Inch FHD IPS Display Champagne Gold Laptop,Product Id: 33.01.200.400,"                                 70,530  ","                                 65,000  ",Lenovo,Lenovo IdeaPad 520s,IdeaPad,81BL008XIN,Intel,Intel Core i5,8th,Core i5 8250U,1.60 GHz,3.40 GHz,4,8,6MB,8GB,,DDR4,,,,1TB HDD+128GB SSD,SATA,,,Intel Integrated Graphics,Integrated,Shared,14,FHD IPS,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,1 x USB 3.0,1,,,,,802.11ac (2x2),Bluetooth 4.1,Harman Speakers with Dolby Audio,2 x 2W Speakers,Single microphone,,No,TouchPad,Windows 10 Home,Champagne Gold,327.4 x 236.5 x 19.3 mm,1.70 Kg,3 Cell,,Li-Polymer,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,Flip-able Notebook,,China,China,NVMe PCIe,"4-in-1 (SD, SDHC, SDXC, MC)",1 x USB 3.0 Type-C,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-x515ea-intel-core-i5-1135g7-156-inch-fhd-21637387895.webp,Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop,Product Id: 33.01.006.1426,"                                 70,530  ","                                 65,000  ",Asus,Asus X515EA,,BQ1117T-X515EA,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,4GB,,DDR4,,,,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,"200nits, 45% NTSC color gamut for non-OLED, Screen-to-body ratio: 83 %",No,Yes,2x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,,WiFi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,Yes,Yes,Touchpad,Windows 10 Home,Slate Grey,360 x 235 x 19.9mm,1.80 kg,2 Cell,37 Wh,Li-Ion,,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Free Upgrade to Windows 11, AppDeals, System diagnosis, Battery health charging, Fan Profile, Splendid, Tru2Life, Function key lock, WiFi SmartConnect, Link to MyASUS",,Taiwan,China,NVMe PCIe,Micro SD card reader,1x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,,Anti-Glare,,45W AC Adapter,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-inspiron-14-5480-8th-gen-intel-core-i5-8265u-11562054824.webp,Dell Inspiron 14-5480 Intel Core i5 8265U 14 Inch FHD Display Platinum Silver Laptop,Product Id: 33.01.013.1138,"                                 69,980  ","                                 65,000  ",Dell,Dell Inspiron 14-5480,Inspiron,BUCKYN5142001261-2Y,Intel,Intel Core i5,8th,Core i5 8265U,1.60 GHz,3.90 GHz,4,8,6MB,4GB,,DDR4,2666 MHz,,32GB,1TB HDD+128GB SSD,SATA,,,Nvidia Geforce MX250 Graphics,Dedicated,2GB,14,FHD LED,1920x1080 (WxH) FHD,,,1,1 x USB 2.0,2 x USB 3.1 Gen 1,1,Combo,Combo,Wedge-shaped lock slot,Ethernet RJ-45,Yes,Yes,,Yes,Yes,Yes,No,TouchPad,Windows 10 Home,Platinum Silver,,1.48 Kg,3 Cell,,,,"2 year (Battery, Adapter 1 year)",,"Backlit KeyBoard, Finger Print Sensor",,USA,China,NVMe PCIe,SD Card Reader,1 x USB 3.1 Gen 1 Type-C,Yes,Yes,,,,,,,,,,,,1,,,,,,GDDR5,,,,,,,,,,,,
